Error #,Timestamp,Keyword,Error Message,Suggested Solution,
1,20160518/170021.295,U0003400,UC4 Server 'MP_PROD#WP' version '9.00A435-3B1' started. ,TBD
2,20160518/170021.296,U0003535,DB INFO: 'OCI_NLS_LANGUAGE               = AMERICAN' ,TBD
3,20160518/170021.296,U0003535,DB INFO: 'OCI_NLS_TERRITORY              = AMERICA' ,TBD
4,20160518/170021.296,U0003535,DB INFO: 'OCI_NLS_CHARACTER_SET          = WE8ISO8859P1' ,TBD
5,20160518/170021.296,U0003535,DB INFO: 'NLS_LANGUAGE                   = AMERICAN' ,TBD
6,20160518/170021.296,U0003535,DB INFO: 'NLS_TERRITORY                  = AMERICA' ,TBD
7,20160518/170021.296,U0003535,DB INFO: 'NLS_CURRENCY                   = $' ,TBD
8,20160518/170021.296,U0003535,DB INFO: 'NLS_ISO_CURRENCY               = AMERICA' ,TBD
9,20160518/170021.296,U0003535,"DB INFO: 'NLS_NUMERIC_CHARACTERS         = .,' ",TBD
10,20160518/170021.296,U0003535,DB INFO: 'NLS_CALENDAR                   = GREGORIAN' ,TBD
11,20160518/170021.296,U0003535,DB INFO: 'NLS_DATE_FORMAT                = DD-MON-RR' ,TBD
12,20160518/170021.296,U0003535,DB INFO: 'NLS_DATE_LANGUAGE              = AMERICAN' ,TBD
13,20160518/170021.296,U0003535,DB INFO: 'NLS_SORT                       = BINARY' ,TBD
14,20160518/170021.296,U0003535,DB INFO: 'NLS_TIME_FORMAT                = HH.MI.SSXFF AM' ,TBD
15,20160518/170021.296,U0003535,DB INFO: 'NLS_TIMESTAMP_FORMAT           = DD-MON-RR HH.MI.SSXFF AM' ,TBD
16,20160518/170021.296,U0003535,DB INFO: 'NLS_TIME_TZ_FORMAT             = HH.MI.SSXFF AM TZR' ,TBD
17,20160518/170021.296,U0003535,DB INFO: 'NLS_TIMESTAMP_TZ_FORMAT        = DD-MON-RR HH.MI.SSXFF AM TZR' ,TBD
18,20160518/170021.296,U0003535,DB INFO: 'NLS_DUAL_CURRENCY              = $' ,TBD
19,20160518/170021.296,U0003535,DB INFO: 'NLS_COMP                       = BINARY' ,TBD
20,20160518/170021.296,U0003535,DB INFO: 'NLS_LENGTH_SEMANTICS           = BYTE' ,TBD
21,20160518/170021.296,U0003535,DB INFO: 'NLS_NCHAR_CONV_EXCP            = FALSE' ,TBD
22,20160518/170021.296,U0003535,DB INFO: 'NLS_NCHAR_CHARACTERSET         = AL16UTF16' ,TBD
23,20160518/170021.296,U0003535,DB INFO: 'NLS_LANGUAGE                   = AMERICAN' ,TBD
24,20160518/170021.296,U0003535,DB INFO: 'NLS_TERRITORY                  = AMERICA' ,TBD
25,20160518/170021.296,U0003535,DB INFO: 'NLS_CURRENCY                   = $' ,TBD
26,20160518/170021.296,U0003535,DB INFO: 'NLS_ISO_CURRENCY               = AMERICA' ,TBD
27,20160518/170021.296,U0003535,"DB INFO: 'NLS_NUMERIC_CHARACTERS         = .,' ",TBD
28,20160518/170021.296,U0003535,DB INFO: 'NLS_CHARACTERSET               = WE8ISO8859P1' ,TBD
29,20160518/170021.296,U0003535,DB INFO: 'NLS_CALENDAR                   = GREGORIAN' ,TBD
30,20160518/170021.296,U0003535,DB INFO: 'NLS_DATE_FORMAT                = DD-MON-RR' ,TBD
31,20160518/170021.296,U0003535,DB INFO: 'NLS_DATE_LANGUAGE              = AMERICAN' ,TBD
32,20160518/170021.296,U0003535,DB INFO: 'NLS_SORT                       = BINARY' ,TBD
33,20160518/170021.296,U0003535,DB INFO: 'NLS_TIME_FORMAT                = HH.MI.SSXFF AM' ,TBD
34,20160518/170021.296,U0003535,DB INFO: 'NLS_TIMESTAMP_FORMAT           = DD-MON-RR HH.MI.SSXFF AM' ,TBD
35,20160518/170021.296,U0003535,DB INFO: 'NLS_TIME_TZ_FORMAT             = HH.MI.SSXFF AM TZR' ,TBD
36,20160518/170021.296,U0003535,DB INFO: 'NLS_TIMESTAMP_TZ_FORMAT        = DD-MON-RR HH.MI.SSXFF AM TZR' ,TBD
37,20160518/170021.296,U0003535,DB INFO: 'NLS_DUAL_CURRENCY              = $' ,TBD
38,20160518/170021.296,U0003535,DB INFO: 'NLS_COMP                       = BINARY' ,TBD
39,20160518/170021.296,U0003535,DB INFO: 'NLS_LENGTH_SEMANTICS           = BYTE' ,TBD
40,20160518/170021.296,U0003535,DB INFO: 'NLS_NCHAR_CONV_EXCP            = FALSE' ,TBD
41,20160518/170021.296,U0003535,DB INFO: 'NLS_RDBMS_VERSION              = 11.2.0.3.0' ,TBD
42,20160518/170021.296,U0003535,DB INFO: 'DATABASE-NAME         = UC4DB' ,TBD
43,20160518/170021.296,U0003535,DB INFO: 'DBMS-NAME             = Oracle Database 11g Enterprise Edition' ,TBD
44,20160518/170021.296,U0003535,DB INFO: 'DBMS-VER              = 11.2.0.3.0 - 64bit Production' ,TBD
45,20160518/170021.296,U0003535,DB INFO: 'ODBC-VER              = ODBC not used' ,TBD
46,20160518/170021.296,U0003535,DB INFO: 'DRIVER-NAME           = Oracle Call Interface' ,TBD
47,20160518/170021.296,U0003535,DB INFO: 'DRIVER-ODBC-VER       =' ,TBD
48,20160518/170021.296,U0003535,DB INFO: 'DRIVER-VER            = Compiled Dec 19 2014' ,TBD
49,20160518/170021.296,U0003535,DB INFO: 'ODBC-API-CONFORMANCE  =' ,TBD
50,20160518/170021.296,U0003535,DB INFO: 'TXN-CAPABLE           =' ,TBD
51,20160518/170021.296,U0003535,DB INFO: 'DEFAULT-TXN-ISOLATION =' ,TBD
52,20160518/170021.296,U0003535,DB INFO: 'TXN-ISOLATION-OPTION  =' ,TBD
53,20160518/170021.296,U0003535,DB INFO: 'POS-OPERATIONS        =' ,TBD
54,20160518/170021.296,U0003535,DB INFO: 'POSITIONED-STATEMENTS =' ,TBD
55,20160518/170021.296,U0003535,DB INFO: 'SCROLL-CONCURRENCY    =' ,TBD
56,20160518/170021.296,U0003535,DB INFO: 'SCROLL-OPTIONS        =' ,TBD
57,20160518/170021.296,U0003535,DB INFO: 'STATIC-SENSITIVITY    =' ,TBD
58,20160518/170021.296,U0003535,DB INFO: 'LOCK-TYPES            =' ,TBD
59,20160518/170021.296,U0003535,DB INFO: 'ODBC_TRACE            =0' ,TBD
60,20160518/170021.296,U0003533,UCUDB: Check of data source finished: No errors. Performance CPU/DB: '202747744'/'198' ,TBD
61,20160518/170021.296,===>,Time critical DB call!       OPC: 'OPEN' time: '130:369.811.999' UCUDB: ===> 'UPDATE IDS SET IDS_Act = ? WHERE IDS_Name = ?' ,TBD
62,20160518/170021.296,U0003621,Version of UC4 database objects: '9.00A430-0B1' ,TBD
63,20160518/170021.296,U0011847,'CHANGE_LOGGING_MB' set to '20'. ,TBD
64,20160518/170021.296,U0011847,'CHANGE_LOGGING_DAYS' set to '14'. ,TBD
65,20160518/170021.296,U0011847,'RESERVED_API_USERS' set to '0'. ,TBD
66,20160518/170021.296,U0011847,'TIMEOUT_WEB_WAP' set to '000000030'. ,TBD
67,20160518/170021.296,U0011847,'UNIX_CMD_HEADER' set to '000000001'. ,TBD
68,20160518/170021.296,U0011847,'SCR_LOOPCHK_TIME' set to '5'. ,TBD
69,20160518/170021.296,U0011847,'UNREAD_MESSAGES' set to 'N'. ,TBD
70,20160518/170021.296,U0011847,'UNREAD_MESSAGES_BUFFER' set to '5000'. ,TBD
71,20160518/170021.296,U0011847,'LAST_USE' set to '10'. ,TBD
72,20160518/170021.296,U0011847,'REPORT_TIME' set to '30'. ,TBD
73,20160518/170021.296,U0011847,'REPORT_BLKSIZE' set to '8000'. ,TBD
74,20160518/170021.296,U0011847,'RECONNECT_TIME' set to '60'. ,TBD
75,20160518/170021.296,U0011847,'MIN_EVENT_INTERVAL' set to '1'. ,TBD
76,20160518/170021.296,U0011847,'CONDITION_CHECK_INTERVAL' set to '30'. ,TBD
77,20160518/170021.296,U0011847,'MAX_IMPORT_SIZE' set to '2048'. ,TBD
78,20160518/170021.296,U0011847,'MAX_EXPORT_COUNT' set to '500'. ,TBD
79,20160518/170021.296,U0011847,'GENERIC_ACTIVITIES_LIMIT' set to '5000'. ,TBD
80,20160518/170021.296,U0011847,'GENERIC_STATISTICS_LIMIT' set to '5000'. ,TBD
81,20160518/170021.296,U0011847,'GENERIC_SEARCH_LIMIT' set to '5000'. ,TBD
82,20160518/170021.296,U0011847,'GENERIC_AUTO_FORECAST_LIMIT' set to '5000'. ,TBD
83,20160518/170021.296,U0011847,'DELETE_CHECKBACK_LIMIT' set to '10'. ,TBD
84,20160518/170021.296,U0011847,'AGENT_LOG_CHANGE_PER_MINUTE' set to '000000060'. ,TBD
85,20160518/170021.296,U0011847,'GET_PROCESS_LINE_RTRIM' set to '000000001'. ,TBD
